place,alpha-2,region,sub-region,cost_nomad,cost_coworking,cost_expat,coffee_in_cafe,cost_beer,places_to_work,free_wifi_available,internet_speed,freedom_score,peace_score,safety,fragile_states_index,press_freedom_index,female_friendly,lgbt_friendly,friendly_to_foreigners,racism,leisure,life_score,nightlife,weed
Leeuwarden,NL,Europe,Western Europe,3518.0,327.97,2852.0,3.76,3.76,0.6,0.8,47.0,1.0,1.0,1.0,28.2,8.76,0.6,0.4,0.6,0.6,0.6,0.79,0.4,0.0
Lelystad,NL,Europe,Western Europe,3455.0,327.97,3617.0,4.3,4.3,0.8,0.8,20.0,1.0,1.0,1.0,28.2,8.76,0.6,0.8,0.6,0.6,0.6,0.77,0.2,0.0
Deventer,NL,Europe,Western Europe,3759.0,318.79,3033.0,4.3,4.3,0.6,0.8,41.0,1.0,1.0,1.0,28.2,8.76,0.6,0.8,0.6,0.6,0.4,0.78,0.2,0.0
Bern,CH,Europe,Western Europe,2966.0,35.12,2590.0,4.01,4.01,0.8,1.0,48.0,0.8,1.0,1.0,21.8,11.76,1.0,1.0,1.0,0.6,0.8,0.89,0.6,1.0
Basel,CH,Europe,Western Europe,3011.0,551.86,2969.0,4.01,4.01,0.8,0.6,41.0,0.8,1.0,1.0,21.8,11.76,1.0,0.6,0.8,0.6,0.6,0.85,0.4,1.0
Zurich,CH,Europe,Western Europe,5354.0,551.86,4071.0,10.03,10.03,0.8,1.0,37.0,0.8,1.0,1.0,21.8,11.76,1.0,0.8,0.8,0.6,0.8,0.86,0.6,1.0
Geneva,CH,Europe,Western Europe,5381.0,816.49,4407.0,10.03,10.03,0.8,0.6,25.0,0.8,1.0,1.0,21.8,11.76,0.8,0.8,1.0,0.6,0.8,0.87,0.6,0.0
Lugano,CH,Europe,Western Europe,4727.0,70.24,3264.0,10.03,10.03,0.4,0.8,21.0,0.8,1.0,1.0,21.8,11.76,1.0,0.8,1.0,0.6,0.6,0.81,0.8,0.0
Interlaken,CH,Europe,Western Europe,4669.0,528.82,5804.0,5.77,5.77,0.6,0.6,16.0,0.8,1.0,0.8,21.8,11.76,0.6,0.6,0.6,0.6,0.8,0.78,0.6,0.0
Lausanne,CH,Europe,Western Europe,6154.0,1505.07,4702.0,10.03,10.03,0.4,0.4,20.0,0.8,1.0,1.0,21.8,11.76,0.8,0.8,0.8,0.6,0.6,0.78,0.6,0.0
Sliema,MT,Europe,Southern Europe,2623.0,204.31,1646.0,4.3,4.3,0.8,0.6,15.0,0.6,0.8,0.8,39.6,23.84,0.8,0.8,0.8,0.0,0.8,0.87,0.6,0.0
Sao Paulo,BR,Americas,Latin America and the Caribbean,2582.0,250.55,1606.0,2.91,2.91,1.0,0.4,0.0,0.4,0.6,0.38,65.3,32.62,0.0,0.8,1.0,0.8,1.0,0.78,1.0,0.0
Belo Horizonte,BR,Americas,Latin America and the Caribbean,1870.0,233.07,1152.0,1.46,1.46,0.8,0.4,12.0,0.4,0.6,0.48,65.3,32.62,0.4,0.6,0.82,0.8,0.42,0.73,0.6,0.0
Curitiba,BR,Americas,Latin America and the Caribbean,1988.0,131.1,1075.0,2.62,2.62,0.8,0.4,8.0,0.4,0.6,0.6,65.3,32.62,0.4,0.6,0.8,0.8,0.6,0.68,1.0,0.0
Brasilia,BR,Americas,Latin America and the Caribbean,2259.0,256.38,1372.0,2.91,2.91,0.4,0.6,13.0,0.4,0.6,0.6,65.3,32.62,0.4,0.4,1.0,0.8,0.6,0.7,0.2,0.0
Campinas,BR,Americas,Latin America and the Caribbean,2031.0,84.49,1092.0,2.91,2.91,0.4,0.6,9.0,0.4,0.6,0.6,65.3,32.62,0.56,0.6,0.8,0.8,0.6,0.7,1.0,0.0
Florianopolis,BR,Americas,Latin America and the Caribbean,2719.0,14.57,1432.0,2.91,2.91,0.4,0.2,0.0,0.4,0.6,0.6,65.3,32.62,0.4,0.8,1.0,0.8,1.0,0.72,0.6,0.0
Porto Alegre,BR,Americas,Latin America and the Caribbean,1772.0,23.31,929.0,2.19,2.19,0.4,0.2,8.0,0.4,0.6,0.4,65.3,32.62,0.4,0.4,0.8,0.8,1.0,0.67,0.6,0.0
Goiania,BR,Americas,Latin America and the Caribbean,1853.0,189.44,980.0,2.33,2.33,0.4,0.6,0.0,0.4,0.6,0.56,65.3,32.62,0.56,0.6,0.6,0.8,0.4,0.69,0.8,0.0
Vitoria,BR,Americas,Latin America and the Caribbean,2215.0,203.94,1206.0,1.95,1.95,0.6,0.4,5.0,0.4,0.6,0.4,65.3,32.62,0.6,0.6,0.8,0.6,0.6,0.64,0.8,0.0
Rio de Janeiro,BR,Americas,Latin America and the Caribbean,4017.0,288.42,2187.0,2.91,2.91,1.0,0.76,11.0,0.4,0.6,0.2,65.3,32.62,0.0,0.95,0.8,0.8,1.0,0.59,1.0,0.0
Fortaleza,BR,Americas,Latin America and the Caribbean,2412.0,177.71,1254.0,2.19,2.19,0.4,0.6,7.0,0.4,0.6,0.62,65.3,32.62,0.6,0.6,0.8,0.8,0.82,0.69,1.0,0.0
Sorocaba,BR,Americas,Latin America and the Caribbean,2650.0,203.94,1721.0,2.36,2.36,0.4,0.4,11.0,0.4,0.6,0.4,65.3,32.62,0.4,0.6,0.6,0.6,0.6,0.64,0.6,0.0
Sao Luis,BR,Americas,Latin America and the Caribbean,2177.0,203.94,1214.0,2.16,2.16,0.4,0.6,5.0,0.4,0.6,0.4,65.3,32.62,0.4,0.8,0.6,0.6,0.6,0.62,0.6,0.0
São José dos Campos,BR,Americas,Latin America and the Caribbean,3573.0,203.94,4613.0,2.36,2.36,0.4,0.6,5.0,0.4,0.6,0.4,65.3,32.62,0.4,0.8,0.6,0.6,0.6,0.61,0.6,0.0
Recife,BR,Americas,Latin America and the Caribbean,2066.0,196.65,1245.0,2.19,2.19,0.8,0.4,5.0,0.4,0.6,0.2,65.3,32.62,0.0,0.6,0.8,0.8,1.0,0.53,1.0,0.0
Natal,BR,Americas,Latin America and the Caribbean,1664.0,130.44,789.0,1.6,1.6,0.4,0.8,2.0,0.4,0.6,0.58,65.3,32.62,0.4,1.0,0.8,0.8,0.8,0.69,1.0,0.0
Belem,BR,Americas,Latin America and the Caribbean,1913.0,203.94,1062.0,1.6,1.6,0.8,0.8,3.0,0.4,0.6,0.6,65.3,32.62,0.6,0.4,0.8,0.8,0.8,0.66,0.6,0.0
Joao Pessoa,BR,Americas,Latin America and the Caribbean,1748.0,72.83,688.0,1.17,1.17,0.6,0.6,3.0,0.4,0.6,0.6,65.3,32.62,0.6,0.4,0.6,0.4,0.4,0.63,0.8,0.0
Bordeaux,FR,Europe,Western Europe,2783.0,283.89,2035.0,5.38,5.38,0.8,0.62,197.0,0.6,0.8,1.0,34.5,23.83,0.8,0.8,0.8,0.6,0.64,0.86,0.6,0.0
Nice,FR,Europe,Western Europe,3240.0,322.6,2204.0,5.38,5.38,0.8,1.0,12.0,0.6,0.8,1.0,34.5,23.83,0.8,1.0,0.8,0.6,0.98,0.85,1.0,0.0
Marseille,FR,Europe,Western Europe,3247.0,290.34,2048.0,6.45,6.45,0.8,0.8,20.0,0.6,0.8,0.6,34.5,23.83,1.0,0.8,1.0,0.6,0.6,0.86,0.8,0.0
Toulouse,FR,Europe,Western Europe,2168.0,129.04,1614.0,3.76,3.76,0.8,1.0,5.0,0.6,0.8,0.78,34.5,23.83,1.0,0.8,0.8,0.6,0.8,0.84,0.8,0.0
Lille,FR,Europe,Western Europe,2927.0,150.55,1967.0,6.45,6.45,0.4,0.6,14.0,0.6,0.8,0.93,34.5,23.83,1.0,0.78,0.8,0.6,1.0,0.84,0.8,0.0
Lyon,FR,Europe,Western Europe,3036.0,161.3,2318.0,6.45,6.45,0.8,0.6,8.0,0.6,0.8,0.8,34.5,23.83,0.8,0.8,0.8,0.6,0.8,0.82,0.6,0.0
Nantes,FR,Europe,Western Europe,2124.0,16.13,1346.0,4.3,4.3,0.4,0.4,36.0,0.6,0.8,0.8,34.5,23.83,0.8,0.8,0.8,0.6,0.6,0.81,0.42,0.0
Paris,FR,Europe,Western Europe,3944.0,322.6,2806.0,8.06,8.06,0.8,0.6,15.0,0.6,0.8,0.6,34.5,23.83,0.8,0.82,0.64,0.8,0.8,0.81,1.0,0.0
Grenoble,FR,Europe,Western Europe,2827.0,215.07,1784.0,6.45,6.45,0.4,1.0,27.0,0.6,0.8,0.6,34.5,23.83,0.8,0.8,0.8,0.6,0.6,0.8,1.0,0.0
Strasbourg,FR,Europe,Western Europe,3109.0,326.9,2393.0,5.38,5.38,0.4,0.8,45.0,0.6,0.8,0.8,34.5,23.83,0.6,0.6,0.6,0.6,0.6,0.78,0.6,0.0
Annecy,FR,Europe,Western Europe,3482.0,305.39,2182.0,4.84,4.84,0.4,0.6,12.0,0.6,0.8,0.8,34.5,23.83,0.6,0.6,0.4,0.6,0.6,0.75,0.6,0.0
Milan,IT,Europe,Southern Europe,3681.0,268.83,2821.0,8.6,8.6,1.0,0.6,77.0,0.6,0.8,0.8,43.1,28.93,0.6,0.2,0.8,0.4,0.6,0.83,1.0,0.0
Florence,IT,Europe,Southern Europe,3161.0,204.31,2330.0,6.45,6.45,0.8,0.6,14.0,0.6,0.8,0.8,43.1,28.93,0.8,0.8,1.0,0.4,1.0,0.83,1.0,0.0
Turin,IT,Europe,Southern Europe,3500.0,268.83,2256.0,8.6,8.6,0.8,0.2,29.0,0.6,0.8,0.8,43.1,28.93,0.6,0.2,0.8,0.4,0.8,0.79,0.4,0.0
Pisa,IT,Europe,Southern Europe,2281.0,268.83,1826.0,3.49,3.49,1.0,1.0,19.0,0.6,0.8,0.8,43.1,28.93,0.8,0.6,0.6,0.4,0.8,0.75,0.8,0.0
Padova,IT,Europe,Southern Europe,2077.0,215.07,1548.0,2.96,2.96,0.4,1.0,13.0,0.6,0.8,0.8,43.1,28.93,0.8,0.8,0.8,0.4,0.8,0.76,1.0,0.0
Genoa,IT,Europe,Southern Europe,2342.0,127.96,1808.0,4.3,4.3,0.4,0.6,12.0,0.6,0.8,0.8,43.1,28.93,0.8,1.0,1.0,0.45,0.8,0.77,1.0,0.0
Rome,IT,Europe,Southern Europe,3972.0,645.2,3384.0,8.06,8.06,0.8,0.2,10.0,0.6,0.8,0.6,43.1,28.93,0.6,0.2,0.8,0.4,1.0,0.76,0.6,0.0
Bologna,IT,Europe,Southern Europe,1893.0,268.83,1762.0,2.69,2.69,0.4,1.0,13.0,0.6,0.8,0.6,43.1,28.93,0.6,0.6,1.0,0.4,0.6,0.72,0.6,0.0
Monza,IT,Europe,Southern Europe,3037.0,190.23,2133.0,5.38,5.38,0.8,0.6,11.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.6,0.6,0.6,0.77,0.6,0.0
Trento,IT,Europe,Southern Europe,2115.0,107.53,2417.0,3.76,3.76,0.8,0.8,16.0,0.6,0.8,0.8,43.1,28.93,1.0,0.6,0.8,0.4,0.8,0.75,0.6,0.0
Modena,IT,Europe,Southern Europe,3325.0,547.06,2526.0,6.72,6.72,0.8,0.6,15.0,0.6,0.8,1.0,43.1,28.93,0.8,0.8,1.0,0.4,0.8,0.76,0.6,0.0
Como,IT,Europe,Southern Europe,2334.0,193.56,1785.0,2.69,2.69,0.6,0.6,12.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.8,0.4,0.6,0.72,0.6,0.0
Naples,IT,Europe,Southern Europe,3819.0,655.95,2860.0,8.06,8.06,0.4,0.4,22.0,0.6,0.8,0.6,43.1,28.93,0.6,0.2,0.8,0.4,0.8,0.75,0.4,0.0
Trieste,IT,Europe,Southern Europe,2212.0,241.95,2488.0,3.23,3.23,0.4,1.0,12.0,0.6,0.8,0.8,43.1,28.93,1.0,0.4,0.8,0.4,0.6,0.73,0.6,0.0
Venice,IT,Europe,Southern Europe,5336.0,1451.69,4094.0,8.06,8.06,0.4,0.8,14.0,0.6,0.8,0.8,43.1,28.93,1.0,0.8,1.0,0.4,1.0,0.81,0.8,0.0
Treviso,IT,Europe,Southern Europe,1925.0,161.3,2489.0,3.23,3.23,0.4,1.0,6.0,0.6,0.8,0.6,43.1,28.93,0.8,0.4,0.6,0.4,0.8,0.71,0.8,0.0
Verona,IT,Europe,Southern Europe,3035.0,160.22,2107.0,6.45,6.45,0.4,0.8,13.0,0.6,0.8,0.8,43.1,28.93,0.0,0.4,0.8,0.4,0.6,0.72,0.4,0.0
Palermo,IT,Europe,Southern Europe,2492.0,170.55,1468.0,3.23,3.23,0.4,0.6,14.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.6,0.6,0.4,0.74,0.6,0.0
Avellino,IT,Europe,Southern Europe,1833.0,219.09,1161.0,2.69,2.69,0.4,0.2,15.0,0.6,0.8,0.6,43.1,28.93,0.6,0.4,0.8,0.4,0.4,0.7,0.4,0.0
Rimini,IT,Europe,Southern Europe,2916.0,217.78,1947.0,4.57,4.57,0.6,0.6,13.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.8,0.6,0.6,0.74,0.6,0.0
Lucca,IT,Europe,Southern Europe,3350.0,170.55,2115.0,4.84,4.84,0.6,0.6,17.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.6,0.6,0.6,0.74,0.6,0.0
Cagliari,IT,Europe,Southern Europe,3052.0,158.74,1836.0,4.3,4.3,0.6,0.6,0.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.6,0.6,0.6,0.73,0.6,0.0
Ferrara,IT,Europe,Southern Europe,3528.0,275.5,2167.0,5.91,5.91,0.6,0.6,12.0,0.6,0.8,0.6,43.1,28.93,0.6,0.4,0.6,0.6,0.0,0.72,0.6,0.0
Vienna,AT,Europe,Western Europe,2615.0,182.81,2052.0,4.84,4.84,0.8,1.0,36.0,0.8,1.0,1.0,27.5,13.18,1.0,0.62,0.8,0.6,0.62,0.85,0.76,0.0
Salzburg,AT,Europe,Western Europe,2595.0,309.69,2071.0,3.76,3.76,0.6,0.6,14.0,0.8,1.0,0.8,27.5,13.18,1.0,0.6,0.8,0.6,0.6,0.76,0.4,0.0
Graz,AT,Europe,Western Europe,2524.0,268.83,1670.0,4.3,4.3,0.4,0.6,17.0,0.8,1.0,0.8,27.5,13.18,1.0,0.8,1.0,0.6,0.6,0.8,0.6,0.0
Tel Aviv,IL,Asia,Western Asia,5317.0,148.17,2790.0,5.2,5.2,0.8,0.62,15.0,0.4,-4.67450871719976e-17,0.8,-3.205440286534953e-17,32.58,1.0,1.0,0.82,0.8,1.0,0.93,1.0,0.0
Jerusalem,IL,Asia,Western Asia,5587.0,298.95,2675.0,7.8,7.8,0.4,0.6,23.0,0.4,-4.674508717199697e-17,0.6,-3.2054402865349096e-17,32.58,1.0,1.0,0.6,0.8,0.6,0.82,1.0,0.0
Haifa,IL,Asia,Western Asia,4957.0,528.68,2578.0,6.5,6.5,0.6,0.6,12.0,0.4,-4.674508717199972e-17,0.6,-3.205440286535098e-17,32.58,0.8,0.6,0.6,0.8,0.8,0.81,0.6,0.0
Beersheba,IL,Asia,Western Asia,4764.0,433.54,1971.0,5.33,5.33,0.6,0.4,11.0,0.4,-4.6745087172000373e-17,0.6,-3.205440286535143e-17,32.58,0.8,0.6,0.6,0.8,0.6,0.79,0.4,0.0
Bristol,GB,Europe,Northern Europe,3461.0,224.55,2339.0,4.37,4.37,0.8,0.42,0.0,0.6,0.8,1.0,32.4,21.7,1.0,1.0,1.0,1.0,1.0,0.89,0.8,0.0
Liverpool,GB,Europe,Northern Europe,2715.0,187.13,2356.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,1.0,32.4,21.7,0.8,0.6,1.0,1.0,0.8,0.86,0.78,0.0
Manchester,GB,Europe,Northern Europe,2857.0,249.5,2426.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,0.6,32.4,21.7,0.8,0.8,0.8,1.0,0.8,0.84,1.0,0.0
Nottingham,GB,Europe,Northern Europe,2687.0,311.88,2555.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,0.6,32.4,21.7,1.0,0.8,0.8,1.0,0.6,0.83,0.8,0.0
London,GB,Europe,Northern Europe,3020.0,249.5,3569.0,6.24,6.24,0.8,0.44,14.0,0.6,0.8,0.6,32.4,21.7,0.8,0.82,0.8,1.0,1.0,0.82,1.0,0.0
Edinburgh,GB,Europe,Northern Europe,3238.0,99.8,2769.0,4.37,4.37,0.8,0.4,0.0,0.6,0.8,1.0,32.4,21.7,1.0,0.8,0.8,1.0,0.6,0.84,1.0,0.0
Brighton,GB,Europe,Northern Europe,3273.0,248.26,2894.0,4.37,4.37,0.8,0.8,0.0,0.6,0.8,0.8,32.4,21.7,0.0,0.8,0.8,1.0,0.6,0.84,0.8,0.0
Cambridge,GB,Europe,Northern Europe,2874.0,324.36,3268.0,4.37,4.37,0.8,0.4,0.0,0.6,0.8,1.0,32.4,21.7,0.8,0.8,1.0,1.0,0.4,0.82,0.4,0.0
Glasgow,GB,Europe,Northern Europe,2720.0,37.43,2234.0,4.37,4.37,0.8,0.4,0.0,0.6,0.8,1.0,32.4,21.7,1.0,0.8,1.0,1.0,0.8,0.86,0.8,0.0
Newcastle Upon Tyne,GB,Europe,Northern Europe,2855.0,124.75,3133.0,4.37,4.37,0.8,1.0,0.0,0.6,0.8,0.8,32.4,21.7,0.82,1.0,1.0,1.0,0.62,0.8,1.0,0.0
Birmingham,GB,Europe,Northern Europe,3367.0,342.44,2392.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,1.0,32.4,21.7,1.0,1.0,0.8,1.0,0.8,0.88,0.4,0.0
Leeds,GB,Europe,Northern Europe,3012.0,187.13,2605.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.8,32.4,21.7,0.8,0.6,1.0,1.0,1.0,0.83,0.8,0.0
Leicester,GB,Europe,Northern Europe,2635.0,37.43,1827.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.8,32.4,21.7,0.8,0.6,1.0,1.0,0.93,0.79,0.8,0.0
Bournemouth,GB,Europe,Northern Europe,2863.0,299.4,2813.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,1.0,32.4,21.7,1.0,0.8,1.0,1.0,0.6,0.81,0.8,0.0
Oxford,GB,Europe,Northern Europe,3686.0,280.69,3011.0,4.37,4.37,0.4,1.0,0.0,0.6,0.8,0.6,32.4,21.7,1.0,1.0,1.0,1.0,0.8,0.82,0.8,0.0
Norwich,GB,Europe,Northern Europe,3178.0,124.75,2420.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.8,32.4,21.7,0.8,1.0,0.8,1.0,0.6,0.79,0.8,0.0
Cardiff,GB,Europe,Northern Europe,3178.0,274.45,2659.0,4.37,4.37,0.4,1.0,0.0,0.6,0.8,0.6,32.4,21.7,0.8,0.6,1.0,1.0,0.6,0.78,0.6,0.0
Belfast,GB,Europe,Northern Europe,2655.0,185.88,1971.0,4.37,4.37,0.4,0.4,0.0,0.6,0.8,0.6,32.4,21.7,0.8,0.8,0.6,1.0,0.4,0.75,0.6,0.0
Southampton,GB,Europe,Northern Europe,3539.0,342.44,2871.0,4.37,4.37,0.6,0.6,0.0,0.6,0.8,0.8,32.4,21.7,0.8,0.8,0.8,1.0,0.8,0.81,1.0,0.0
Aberdeen,GB,Europe,Northern Europe,3159.0,343.07,2514.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.8,32.4,21.7,1.0,0.8,0.8,1.0,0.6,0.79,0.6,0.0
Northampton,GB,Europe,Northern Europe,3130.0,342.44,2299.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,0.6,32.4,21.7,1.0,1.0,0.8,1.0,0.4,0.78,1.0,0.0
Reading,GB,Europe,Northern Europe,3212.0,124.75,2868.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.6,32.4,21.7,0.6,0.8,0.6,1.0,0.6,0.76,0.8,0.0
Coventry,GB,Europe,Northern Europe,3082.0,342.44,2088.0,4.37,4.37,0.6,0.6,0.0,0.6,0.8,1.0,32.4,21.7,1.0,0.8,0.6,1.0,0.4,0.78,0.6,0.0
Cheltenham,GB,Europe,Northern Europe,3379.0,420.41,2792.0,4.74,4.74,0.4,0.8,0.0,0.6,0.8,0.8,32.4,21.7,0.6,0.6,0.6,0.6,0.6,0.77,0.6,0.0
Portsmouth,GB,Europe,Northern Europe,3371.0,410.93,3629.0,4.63,4.63,0.6,0.6,10.0,0.6,0.8,1.0,32.4,21.7,0.8,0.6,0.8,0.6,0.6,0.78,0.6,0.0
Hama,GB,Europe,Northern Europe,1702.0,74.19,3810.0,0.83,0.83,0.4,0.2,5.0,0.2,0.2,0.2,110.8,81.35,0.2,0.2,0.2,0.4,0.2,0.02,0.2,0.0
Athens,GR,Europe,Southern Europe,2720.0,209.69,1556.0,5.91,5.91,0.8,0.8,8.0,0.4,0.8,0.8,55.9,30.35,0.6,0.6,0.8,0.8,1.0,0.81,0.8,0.0
Thessaloniki,GR,Europe,Southern Europe,1656.0,107.53,1054.0,2.69,2.69,0.4,0.6,0.0,0.4,0.8,0.8,55.9,30.35,0.8,0.8,0.8,0.4,0.6,0.75,1.0,0.0
Patras,GR,Europe,Southern Europe,1937.0,262.38,1152.0,3.23,3.23,0.4,0.4,9.0,0.4,0.8,0.8,55.9,30.35,0.8,0.6,0.6,0.4,0.6,0.73,1.0,0.0
Rethymno,GR,Europe,Southern Europe,2409.0,219.09,1349.0,2.69,2.69,1.0,1.0,0.0,0.4,0.8,0.8,55.9,30.35,0.6,0.6,1.0,0.4,0.4,0.75,1.0,0.0
Chania,GR,Europe,Southern Europe,3156.0,481.47,1978.0,5.91,5.91,0.4,0.4,0.0,0.4,0.8,0.8,55.9,30.35,0.6,0.6,0.8,0.4,0.6,0.74,1.0,0.0
Santorini,GR,Europe,Southern Europe,4749.0,436.86,2632.0,4.3,4.3,0.6,0.6,0.0,0.4,0.8,0.8,55.9,30.35,0.6,0.4,0.6,0.6,0.8,0.75,0.8,0.0
Panama City,PA,Americas,Latin America and the Caribbean,3523.0,300.0,2834.0,3.5,3.5,0.8,1.0,15.0,0.4,0.8,1.0,53.2,30.59,0.6,0.6,1.0,0.8,0.6,0.81,0.8,0.0
Puerto Viejo,PA,Americas,Latin America and the Caribbean,2373.0,451.95,1782.0,3.62,3.62,0.4,0.8,5.0,0.8,0.8,0.6,45.1,11.1,0.6,0.8,0.8,0.8,1.0,0.77,0.6,0.0
Bocas del Toro,PA,Americas,Latin America and the Caribbean,3095.0,244.0,1622.0,1.0,1.0,0.6,0.8,4.0,0.4,0.8,0.6,53.2,30.59,0.6,0.8,0.6,0.8,1.0,0.74,0.8,0.0
Fukuoka,JP,Asia,Eastern Asia,1998.0,92.52,1654.0,5.56,5.56,1.0,0.6,37.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.6,0.8,0.85,0.8,0.0
Nagoya,JP,Asia,Eastern Asia,2170.0,92.52,2092.0,6.62,6.62,1.0,0.6,15.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.6,0.8,0.83,0.6,0.0
Osaka,JP,Asia,Eastern Asia,2127.0,92.52,1728.0,3.7,3.7,0.8,1.0,10.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.6,0.6,0.81,0.8,0.0
Hiroshima,JP,Asia,Eastern Asia,2258.0,92.52,1684.0,6.62,6.62,0.4,0.6,27.0,0.6,0.8,0.8,35.1,28.67,0.8,0.6,0.8,0.6,0.6,0.82,0.8,0.0
Yokohama,JP,Asia,Eastern Asia,2062.0,92.52,2160.0,5.24,5.24,0.4,0.8,12.0,0.6,0.8,1.0,35.1,28.67,0.6,0.4,0.6,0.6,0.8,0.81,0.6,0.0
Sendai,JP,Asia,Eastern Asia,2082.0,92.52,1602.0,6.62,6.62,0.6,0.8,24.0,0.6,0.8,1.0,35.1,28.67,0.6,0.6,0.4,0.6,0.6,0.79,0.4,0.0
Sapporo,JP,Asia,Eastern Asia,2250.0,92.52,1709.0,5.53,5.53,0.8,0.8,24.0,0.6,0.8,1.0,35.1,28.67,0.6,0.6,0.6,0.6,0.8,0.82,0.6,0.0
Kitakyushu,JP,Asia,Eastern Asia,2105.0,92.52,2166.0,5.05,5.05,0.8,0.6,12.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.6,0.6,0.81,0.6,0.0
Tokyo,JP,Asia,Eastern Asia,2541.0,508.87,2934.0,2.78,2.78,1.0,0.4,1.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.2,1.0,0.89,1.0,0.0
Naha,JP,Asia,Eastern Asia,2216.0,92.52,2245.0,6.62,6.62,1.0,0.4,13.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.6,0.6,0.6,0.8,0.4,0.0
Kyoto,JP,Asia,Eastern Asia,2724.0,462.8,2257.0,4.63,4.63,0.4,0.8,4.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.8,1.0,0.81,1.0,0.0
Cluj,RO,Europe,Eastern Europe,1886.0,157.93,1055.0,1.79,1.79,0.8,0.6,38.0,0.6,0.8,0.6,52.9,24.29,0.6,0.2,1.0,0.4,0.6,0.79,0.93,1.0
Timisoara,RO,Europe,Eastern Europe,2208.0,152.46,1059.0,2.02,2.02,0.4,0.6,36.0,0.6,0.8,0.8,52.9,24.29,0.64,0.2,0.82,0.42,0.4,0.73,1.0,1.0
Bucharest,RO,Europe,Eastern Europe,2235.0,119.11,1112.0,2.98,2.98,0.4,0.27,54.0,0.6,0.8,0.62,52.9,24.29,0.6,0.2,0.6,0.38,0.45,0.71,0.8,1.0
Brasov,RO,Europe,Eastern Europe,1974.0,83.37,1158.0,1.79,1.79,0.4,0.64,18.0,0.6,0.8,0.62,52.9,24.29,0.64,0.2,0.64,0.4,0.45,0.71,0.6,1.0
Craiova,RO,Europe,Eastern Europe,1733.0,145.31,792.0,1.79,1.79,0.6,0.6,23.0,0.6,0.8,0.6,52.9,24.29,0.6,0.4,0.6,0.4,0.4,0.73,0.6,1.0
Iasi,RO,Europe,Eastern Europe,1738.0,145.31,936.0,1.79,1.79,0.4,0.4,34.0,0.6,0.8,0.6,52.9,24.29,0.6,0.4,0.6,0.4,0.6,0.73,0.6,1.0
Ploiesti,RO,Europe,Eastern Europe,1921.0,145.31,860.0,1.79,1.79,1.0,1.0,42.0,0.6,0.8,0.8,52.9,24.29,0.6,0.2,1.0,0.4,0.4,0.75,0.4,1.0
Constanta,RO,Europe,Eastern Europe,1919.0,96.78,917.0,1.19,1.19,0.4,0.6,7.0,0.6,0.8,0.6,52.9,24.29,0.6,0.4,0.6,0.4,1.0,0.74,0.6,1.0
Oslo,NO,Europe,Northern Europe,3178.0,235.14,2654.0,4.14,4.14,0.8,0.6,13.0,1.0,1.0,0.8,21.2,8.79,0.6,0.8,0.8,0.8,0.8,0.84,0.6,0.0
Trondheim,NO,Europe,Northern Europe,3139.0,212.69,2776.0,5.32,5.32,0.4,0.6,15.0,1.0,1.0,1.0,21.2,8.79,0.8,0.6,0.8,0.8,0.8,0.82,0.8,0.0
Aalesund,NO,Europe,Northern Europe,3735.0,480.48,2920.0,5.91,5.91,0.6,0.0,32.0,1.0,1.0,1.0,21.2,8.79,1.0,1.0,0.8,0.8,0.6,0.82,0.6,0.0
Tromso,NO,Europe,Northern Europe,3325.0,235.14,3683.0,5.91,5.91,0.4,0.6,0.0,1.0,1.0,1.0,21.2,8.79,0.8,0.6,0.8,0.8,0.8,0.79,0.8,0.0
Bergen,NO,Europe,Northern Europe,4745.0,663.13,3364.0,8.15,8.15,0.8,0.8,22.0,1.0,1.0,1.0,21.2,8.79,1.0,0.8,0.8,0.8,0.8,0.84,0.6,0.0
